name,id,artists,Cluster_PCA,R,G,B,opacity,noise,R_label,G_label,B_label,opacity_label,noise_label,atmosphere
너를 위해,2yY6cliPDD0lyXgebWzhrr,Lim Jae Beum,2,30,184,56,50,98.4878808094285,"차가운,","안정적인,","무거운,","저명한,",매우 빈티지한,"차가운, 안정적인, 무거운, 저명한, 매우 빈티지한"
사랑했지만,0G3lpatOjT98t1aErshKuc,Kim Kwang Seok,2,10,176,50,50,100.0,"차가운,","안정적인,","무거운,","저명한,",매우 빈티지한,"차가운, 안정적인, 무거운, 저명한, 매우 빈티지한"
말리꽃,1RU6gAnZSoxAE1pYTE7cfh,Lee Seung Chul,2,15,226,8,50,75.73938181009562,"차가운,","활기찬,","무거운,","저명한,",강한 빈티지한,"차가운, 활기찬, 무거운, 저명한, 강한 빈티지한"
그랬나봐,73sCf6xzgU9gJrkxz45HLz,김형중,1,177,150,100,50,87.33600177896375,"따뜻한,","안정적인,","중립적인,","저명한,",매우 빈티지한,"따뜻한, 안정적인, 중립적인, 저명한, 매우 빈티지한"
Again (Prod.V.O.S),7C3fp6KBbNJL7UTsu21L0J,Lee Yejoon,2,97,226,70,50,14.298421169668668,"밸런스 있는,","활기찬,","중립적인,","저명한,",깨끗한,"밸런스 있는, 활기찬, 중립적인, 저명한, 깨끗한"
벌써 일년,373fb3tsAbcShtD2RZ8edv,Brown Eyes,1,142,102,178,50,94.25172337113632,"따뜻한,","평온한,","청량한,","저명한,",매우 빈티지한,"따뜻한, 평온한, 청량한, 저명한, 매우 빈티지한"
When flowering spring comes,1P5Ijjvm4fIpFs1hyArWSW,BMK,2,102,203,88,50,79.50856126306427,"밸런스 있는,","활기찬,","중립적인,","저명한,",매우 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 매우 빈티지한"
"보고싶다 (From. ""드라마 천국의 계단"")",2ES5x2KyfEeyplKPW0hkA5,KIM BUMSOO,2,40,237,42,50,59.63975983989326,"차가운,","활기찬,","무거운,","저명한,",강한 빈티지한,"차가운, 활기찬, 무거운, 저명한, 강한 빈티지한"
바람이 분다,4TlKVrK0TnVlwvVSbUbbM4,Lee So Ra,2,84,200,33,50,79.93106515454748,"밸런스 있는,","활기찬,","무거운,","저명한,",매우 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 매우 빈티지한"
나였으면,7sp5iTQjB7GHXX4TKrhOaO,Na Yoon Kwon,2,18,235,21,50,80.90949521903491,"차가운,","활기찬,","무거운,","저명한,",매우 빈티지한,"차가운, 활기찬, 무거운, 저명한, 매우 빈티지한"
정말 사랑했을까,0xuXybbYxNqKKD4NMr63g4,BROWN EYED SOUL,2,35,218,41,50,84.92328218812541,"차가운,","활기찬,","무거운,","저명한,",매우 빈티지한,"차가운, 활기찬, 무거운, 저명한, 매우 빈티지한"
Everything Was You,3F6jopGTcmZfnSGGO5b5T7,Noel,2,71,210,65,50,75.1834556370914,"밸런스 있는,","활기찬,","중립적인,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 강한 빈티지한"
잊지말아요,7nNexXYTneaudQngtiUK3j,Baek Z Young,2,9,246,33,50,10.807204803202136,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
You and me,6YoXi4XhMUWRukMw7UNBB5,TAEYEON,2,48,235,28,50,7.716255281298643,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
기다리다,3XTcTwWPQZg9Ob0u4RBIfP,Younha,2,81,237,57,50,71.8812541694463,"밸런스 있는,","활기찬,","무거운,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 강한 빈티지한"
Return,1GCxTtkKml3ea2TCFV4sLK,Lee Seung Gi,2,120,221,31,50,47.64287302646208,"밸런스 있는,","활기찬,","무거운,","저명한,",빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 빈티지한"
가을 우체국 앞에서,7G1OltxbhpBYGIlAx7chiY,Yoon Do Hyun,2,10,232,67,50,82.03246608850344,"차가운,","활기찬,","중립적인,","저명한,",매우 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 매우 빈티지한"
넌 감동이었어,1vWUaugwrcpD9axrZaLekY,Sung Si Kyung,2,51,192,35,50,89.65977318212141,"차가운,","활기찬,","무거운,","저명한,",매우 빈티지한,"차가운, 활기찬, 무거운, 저명한, 매우 빈티지한"
Why is love,28N7G6JleqHqwdvYk9qxdK,Tei,2,117,176,50,50,31.487658438959308,"밸런스 있는,","안정적인,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 무거운, 저명한, 약간의 빈티지한"
I Still love you a lot,3cZvGx80KaW9PrJ0OBez7o,Jeon Sang Keun,2,86,227,26,50,20.05781632199244,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Delete,1GH2zktv0O2oSut4khXRmG,Lee Seung Gi,2,54,243,57,50,81.79897709584168,"차가운,","활기찬,","무거운,","저명한,",매우 빈티지한,"차가운, 활기찬, 무거운, 저명한, 매우 빈티지한"
체념,2GQNIuqbHbsSJPjvp91AJg,BIG MAMA,2,51,189,103,50,87.41383144318435,"차가운,","안정적인,","중립적인,","저명한,",매우 빈티지한,"차가운, 안정적인, 중립적인, 저명한, 매우 빈티지한"
살다가,0qqHi5iyYkcbvCpnWwHKLl,SG Wannabe,2,66,218,25,50,78.78585723815877,"밸런스 있는,","활기찬,","무거운,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 강한 빈티지한"
Never Ending Story,0yamqkAFAmpdLNVcmJLSo8,BOOHWAL,2,74,208,16,50,89.17055814987769,"밸런스 있는,","활기찬,","무거운,","저명한,",매우 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 매우 빈티지한"
Bad Love,488mXgKGA5CM3kn6pAngDZ,HYNN,2,63,226,86,50,19.335112297086948,"차가운,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
I can't go to Shinchon,7GcWRHZZVmZmMJZht8TZSz,The Postmen,2,25,216,50,50,46.97576161885701,"차가운,","활기찬,","무거운,","저명한,",빈티지한,"차가운, 활기찬, 무거운, 저명한, 빈티지한"
Drunk On Love,6Vu5jrlveGRcQ7FqUujsut,"JANG HYEJIN,YUN MIN SOO",2,127,217,82,50,20.969535245719367,"밸런스 있는,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
까만안경 (FEAT. DAY LIGHT),2Lr3T69cweqvRihO8SIoSS,ERU,2,82,224,21,50,72.50389148321104,"밸런스 있는,","활기찬,","무거운,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 강한 빈티지한"
It's love,2V39IroCENdZjsgL3hcFfe,Han Dong Geun,2,105,219,86,50,9.862130309094953,"밸런스 있는,","활기찬,","중립적인,","저명한,",깨끗한,"밸런스 있는, 활기찬, 중립적인, 저명한, 깨끗한"
We Should've Been Friends,4nLwtNzEa1I1tvqC89xo1L,Gummy,2,64,237,40,50,87.46942406048477,"밸런스 있는,","활기찬,","무거운,","저명한,",매우 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 매우 빈티지한"
너에게,760rusUHzKFqmz1OouNCKS,Kim Kwang Seok,2,22,183,35,50,100.0,"차가운,","안정적인,","무거운,","저명한,",매우 빈티지한,"차가운, 안정적인, 무거운, 저명한, 매우 빈티지한"
미인,68fLjAO2M0FuG7OPXZDg9U,Lee Ki-chan,2,97,205,53,50,71.21414276184123,"밸런스 있는,","활기찬,","무거운,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 강한 빈티지한"
Missing you,3hvWpX7wY89END0v5M0XJX,K.Will,2,81,238,30,50,60.01778963753613,"밸런스 있는,","활기찬,","무거운,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 강한 빈티지한"
인연,1WavNG5mSEyqY4UHmESmOT,Lee Seung Chul,2,37,244,18,50,75.73938181009562,"차가운,","활기찬,","무거운,","저명한,",강한 빈티지한,"차가운, 활기찬, 무거운, 저명한, 강한 빈티지한"
바보에게... 바보가,3STmfw9QJMI9nB4cii6tUC,박명수,2,102,226,70,50,66.46653324438515,"밸런스 있는,","활기찬,","중립적인,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 강한 빈티지한"
Laundry,77hwvnJN23UVvvtD6hlxlP,Lee Juck,2,54,225,86,50,56.359795419168336,"차가운,","활기찬,","중립적인,","저명한,",빈티지한,"차가운, 활기찬, 중립적인, 저명한, 빈티지한"
Amusement Park,1TUkEXQrskATO9SoB4QMUN,BAEKHYUN,2,63,233,119,51,14.832110295752724,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Autumn Breeze (Feat. Rachel Lim),26lR6TZ98xBnBVRpICH2Rj,"JIDA,Rachel Lim",2,49,232,57,50,31.76562152546142,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
The Moment My Heart (She is My Type♡ X KYUHYUN),2wmFuAxSzNVgTSVjGAoiJ5,KYUHYUN,2,74,219,26,50,16.166333110962864,"밸런스 있는,","활기찬,","무거운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 무거운, 저명한, 깨끗한"
Autumn morning,100N8P8WYnz9eCYuLYGflV,IU,2,71,202,84,50,28.01867911941294,"밸런스 있는,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
In front of the Post Office in Autumn,1KkMPNfvkmqHefdD4zWcNG,Kim Dae Myeung,2,20,228,11,50,12.764064932177009,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
Falling Leaves are Beautiful,7sNPQxJLeBNOQY1pEDZl1K,HEIZE,2,74,200,22,50,19.668668000889483,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Heartache,2aJCzDllvOTSI3qpt04GhN,Lee Hae Ri,2,68,207,26,50,19.89103847009117,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Shin Yong Jae,2bFH2GvGR8N449hHtKOv0P,HAEUN,2,110,224,63,50,23.460084500778297,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
"Love, Ing",269Fxuy0WNGk4nnI8M5LdK,BEN,2,61,221,52,50,25.483655770513675,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
I Love You,0T2RSnMpCakH6OcLQOrBiz,KIM BUMSOO,2,54,226,38,50,32.62174783188792,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
A Daily Song,5Df08ImWepnNDWoOS7pIxq,Hwang Chi Yeul,2,33,209,22,50,29.14164998888148,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
I Just Want To Stay With You,6ldRtpROAk4H3BT4trDo9X,Zion.T,2,79,224,70,50,17.578385590393594,"밸런스 있는,","활기찬,","중립적인,","저명한,",깨끗한,"밸런스 있는, 활기찬, 중립적인, 저명한, 깨끗한"
Dreaming About You,4GpACqU62rGBnFEQQyDZw5,MIYEON,2,107,233,13,50,14.164998888147654,"밸런스 있는,","활기찬,","무거운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 무거운, 저명한, 깨끗한"
I Love You Boy,5XXJnC5TvcL2QsAZ3Nxgku,Suzy,2,68,237,37,50,27.807427173671336,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
You make Me,3NWmV7erHwUb4KhPRKZBct,DAY6,3,95,166,128,50,13.509006004002668,"밸런스 있는,","안정적인,","청량한,","저명한,",깨끗한,"밸런스 있는, 안정적인, 청량한, 저명한, 깨끗한"
as you wish,0IgcMVwKYms5BFqw6V5mZB,Jang Beom June,1,154,79,88,50,12.91972426061819,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
For You,0JL7DoEqAUcOntWmBuOSdh,"LeeHi,Crush",2,35,223,93,51,14.887702913053149,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Let’s Love,0wk4GYAryLcXEMvfhzU1bv,SUHO,4,183,112,72,51,17.789637536135203,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
Wind Song,05MySvXk3tqkRjItnp8kGM,Sohyang,4,157,206,6,50,27.696241939070493,"따뜻한,","활기찬,","무거운,","저명한,",약간의 빈티지한,"따뜻한, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Dear Name,1DP0uwV6tMlCEfR61Mh7ki,IU,2,125,199,9,51,29.730931732265955,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
why break up?,3UPjb91Fwm7u2tAm92Bk0p,Sin Ye Young,2,95,237,76,50,19.24616410940627,"밸런스 있는,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
Love is,0TeR3y7dyBAahGQBTVNs6a,Jeon Sang Keun,2,100,226,48,50,17.02245941738937,"밸런스 있는,","활기찬,","무거운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 무거운, 저명한, 깨끗한"
Please Don't Cry,78P0z4KDUgbBNFS9JBi68y,DAVICHI,2,71,222,16,50,17.41160773849233,"밸런스 있는,","활기찬,","무거운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 무거운, 저명한, 깨끗한"
두 사람,3tEPgUhheyOJQhnH2IwQna,Sung Si Kyung,2,20,227,27,50,50.25572603958194,"차가운,","활기찬,","무거운,","저명한,",빈티지한,"차가운, 활기찬, 무거운, 저명한, 빈티지한"
긴 밤이 오면,5LiWJsSSjZh7Y3hqml18Ki,Eddy Kim,2,68,218,45,50,27.95196797865244,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Just hug me,2H3Hl20eU9cpzQUz43GtEc,DAVICHI,2,52,211,50,50,13.58683566822326,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
Beside Me,7jS3Ok1gGluZS9OUZ2NejC,DAVICHI,2,144,200,84,50,31.84345118968201,"따뜻한,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
Love Is,7477WCM1ATBdNztHUJ1lK6,DAVICHI,2,57,231,15,50,31.84345118968201,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Unspoken Words,6hfSBKcK4txmsY8ZpXYCgs,DAVICHI,2,68,217,52,50,21.32532799644208,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Autumn Night,05f49QdY08agCPBn5ihwt2,DAVICHI,2,72,220,27,50,31.84345118968201,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
거북이,1Hx6UHUXxgKL15zcecUo5D,DAVICHI,1,154,143,164,50,46.35312430509229,"따뜻한,","안정적인,","청량한,","저명한,",빈티지한,"따뜻한, 안정적인, 청량한, 저명한, 빈티지한"
I Miss You,1C4jOfLJcDHVbrKI5NsIEU,DAVICHI,2,92,221,27,50,27.71847898599066,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
어땠을까,3Hly2yhljYStm2FfJnhTvw,Jang Deok Cheol,2,64,189,59,50,23.21547698465644,"밸런스 있는,","안정적인,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 무거운, 저명한, 약간의 빈티지한"
fall asleep,7MgcriMn2TBwylq7vUGKqF,Jang Deok Cheol,2,41,209,67,50,14.643095396931288,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Repeatedly,0cJjwKRBzxafqKJlRAwuE9,Lim Changjung,2,117,189,62,50,13.964865465866133,"밸런스 있는,","안정적인,","무거운,","저명한,",깨끗한,"밸런스 있는, 안정적인, 무거운, 저명한, 깨끗한"
I Love U,65g3VCPXMmHPBWucrNR8oO,Sung Si Kyung,1,37,108,130,50,13.153213253279963,"차가운,","평온한,","청량한,","저명한,",깨끗한,"차가운, 평온한, 청량한, 저명한, 깨끗한"
Ring My Bell,3MdJSXjBarAYuuJ7rjJLDk,Suzy,2,95,212,65,50,32.9997776295308,"밸런스 있는,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
I Wanna Say To You’,31YajbWhSNIvtEyU6lwoSK,Suzy,2,46,225,93,50,27.484989993328885,"차가운,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
Say Goodbye,4PVlgqnAacGP0ppxbgkvzZ,Kim Na Young,2,84,220,40,50,32.92194796531021,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Because I only see you,2Akf1x68EZPx7H8zGlBWtR,Kim Na Young,2,76,239,16,50,24.916611074049367,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Remember,5mIQsn1tRQ8uJ2VOW44EiA,WINNER,2,89,227,190,50,17.678452301534357,"밸런스 있는,","활기찬,","청량한,","저명한,",깨끗한,"밸런스 있는, 활기찬, 청량한, 저명한, 깨끗한"
THE BENEFITS OF HEARTBREAK,4Rx4a0hAO5G5mTNekkEyf2,"Epik High,LEE SUHYUN",2,12,232,119,50,27.67400489215032,"차가운,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
friend to lover,7un5FM27KmkEMpsPQ2T062,Standing Egg,2,22,200,148,50,17.200355792750724,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Only You,3KCPUxTfCKRMJAJGsBytZw,Yang Da Il,2,105,221,95,50,20.53591283077608,"밸런스 있는,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
MOON,0iJuoHHuRltnFDVeZrjP80,(G)I-DLE,3,100,96,203,50,14.59862130309095,"밸런스 있는,","평온한,","신비로운,","저명한,",깨끗한,"밸런스 있는, 평온한, 신비로운, 저명한, 깨끗한"
Maria,0ZeGfEAL5Rl4pd5LZBGuEK,HWASA,3,180,138,134,51,16.77785190126751,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Autumn Breeze,2KHWnkVa8wHh0WXF5iPzZs,"JIDA,Rachel Lim",2,49,232,57,50,18.96820102290416,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
Think About You,43laCvl60fjDslrcpCtArV,Younha,2,56,200,151,50,35.59039359573049,"차가운,","활기찬,","청량한,","저명한,",약간의 빈티지한,"차가운, 활기찬, 청량한, 저명한, 약간의 빈티지한"
I Like It,5a4o5ARfYHze8y7O7R5PDJ,Panini Brunch,4,195,191,65,50,17.06693351122971,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Even if a memorable day comes,4qf2fNRdDoNszKfQ6weq4P,NC.A,2,82,241,65,50,34.86768957082499,"밸런스 있는,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
Will You Come to Me Again?,2wIopE9bCR0s9X0pUgUYbn,Rumble Fish,2,112,198,140,50,71.56993551256393,"밸런스 있는,","활기찬,","청량한,","저명한,",강한 빈티지한,"밸런스 있는, 활기찬, 청량한, 저명한, 강한 빈티지한"
Smile Box,5irBjW7OeN6YAoR9ZUjLtD,Sandeul,2,40,217,97,50,16.74449633088726,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Lonely,1YxgbUp2GqNycTSES1CI5S,N.Flying,1,157,131,90,50,35.812764064932175,"따뜻한,","안정적인,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 안정적인, 중립적인, 저명한, 약간의 빈티지한"
Hope You’re Doing Fine,10ARNkAVVzvDagSxSpf7FP,BTOB,2,95,179,125,50,40.126751167444965,"밸런스 있는,","안정적인,","중립적인,","저명한,",빈티지한,"밸런스 있는, 안정적인, 중립적인, 저명한, 빈티지한"
Too Much Regret,6t6riYF9r4gdSPawYDT7Ll,Busker Busker,4,154,190,76,50,44.22948632421615,"따뜻한,","안정적인,","중립적인,","저명한,",빈티지한,"따뜻한, 안정적인, 중립적인, 저명한, 빈티지한"
Looking Back,5taHEqSavn4BmdAPRjFGP3,Jang Beom June,2,49,200,82,50,34.20057816321992,"차가운,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
The Line (feat. Paul Kim),5KHVJkUko5LxRKEL4NgaBb,"Kim Hyun Chul,Paul Kim",2,36,196,6,50,16.62219257282633,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
6:35PM,0aIuqjVsXQpo0rpkLztzxE,Kwon Jin Ah,2,8,229,44,50,19.93551256393151,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
In your heart,7lgrRhx7ExnO4WBofwYeTR,Lim Hyunsik,2,46,192,143,50,16.533244385145654,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Can't Hold You,1w5EcRVPlydRogxrmrQpvY,O.WHEN,2,105,211,60,50,16.833444518567934,"밸런스 있는,","활기찬,","무거운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 무거운, 저명한, 깨끗한"
I'm Not Okay,7j6sMbGh59tLxU5MhXbr7J,KIM JAE HWAN,2,110,228,88,50,16.166333110962864,"밸런스 있는,","활기찬,","중립적인,","저명한,",깨끗한,"밸런스 있는, 활기찬, 중립적인, 저명한, 깨끗한"
a week,31yXAkrPkFQhTFgpTUFJjd,BUDY,2,68,221,67,50,15.888370024460752,"밸런스 있는,","활기찬,","중립적인,","저명한,",깨끗한,"밸런스 있는, 활기찬, 중립적인, 저명한, 깨끗한"
How about you,6ph9CwuzgnCii8NsJ1JJ0G,Noel,2,59,200,72,50,23.47120302423838,"차가운,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
Only we know…,1QeMKMxfFJf0HtsTZTr9Ha,YOON GUN,4,137,164,57,50,27.585056704469647,"따뜻한,","안정적인,","무거운,","저명한,",약간의 빈티지한,"따뜻한, 안정적인, 무거운, 저명한, 약간의 빈티지한"
Finish Line,4HsfLFKMaiWhSmIoQxssa2,Anthony Lazaro,0,12,241,65,50,12.841894596397598,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Winter waltz,4czwsOczsc6rQyFuOEt8SJ,FRANKIE,2,5,238,162,50,10.91839003780298,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Small Rainbows,32ZnVB9BN3BCnV7qTviy6S,Anthony Lazaro,2,22,245,45,50,11.830108961529907,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
I Get Along Without You Very Well,0WCsBisbqdVZd6bKnMsqY7,Chet Baker,0,0,246,50,50,64.95441405381365,"차가운,","활기찬,","무거운,","저명한,",강한 빈티지한,"차가운, 활기찬, 무거운, 저명한, 강한 빈티지한"
Drop a Tear,5wK7pAI1Y4hB2nArPoqyma,Anthony Lazaro,0,14,237,45,50,15.521458750277963,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
Greed,3dts8wSaJpanb0qvODgt9S,Jiwoo,0,4,250,34,50,20.76940182343785,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Someone Like You,5dOW2eBRFsGnoKPcqFtoUO,Anthony Lazaro,2,9,206,125,50,12.841894596397598,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Second Time,6Ub9ro6DKs0u0J0zIBw5Of,Bruno Major,2,18,226,114,50,28.2632866355348,"차가운,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
Life Could Be so Simple,16EOeXyOUrO4YcBQIO77Fg,Anthony Lazaro,0,6,234,107,50,18.05648209917723,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Grow Old Together,2jLHnH6T5mZo0gLx6CO5UQ,Anthony Lazaro,2,30,217,159,50,10.040026684456304,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Weep,36tumRP80Me3S9NImtJSzc,Brandon,2,11,241,159,50,17.38937069157216,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Crazy He Calls Me,24x9urAiyzJ0ZpD5er4SWm,"Conor Albert,Alice Auer",2,30,207,128,50,17.6450967311541,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Strictly Two,5LANcdJHBrqK5EuH878l3e,Anthony Lazaro,2,12,224,172,50,10.040026684456304,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Gravity,0xSqHQ5wv80hNkpU50vPc7,Anthony Lazaro,0,3,239,33,50,18.05648209917723,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
5AM Empanada with You,0UQF9Z1szgyxbMjfJGqdKb,BUBBLE TEA AND CIGARETTES,2,86,189,48,50,16.422059150544808,"밸런스 있는,","안정적인,","무거운,","저명한,",깨끗한,"밸런스 있는, 안정적인, 무거운, 저명한, 깨끗한"
